indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Dias Toffoli,Álvaro Dias (PSDB),Se a indicação de um advogado para um dos processados pelo Mensalão compromete a reputação ilibada,36,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Marconi Perillo (PSDB),Censura prévia de matérias à imprensa,45,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Dias Toffoli,Marconi Perillo (PSDB),Se crimes imprescritíveis devem permanecer com este status,45,17,Direito penal e política criminal,Direito penal e processual penal
Dias Toffoli,Marconi Perillo (PSDB),Agentes políticos e públicos e o exercício do direito de greve,45,30,Outros ramos do Direito (não penal),Direito do trabalho
Dias Toffoli,Marconi Perillo (PSDB),Omissão legislativa e atuação do Supremo Tribunal Federal,45,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Dias Toffoli,Marconi Perillo (PSDB),Aprovação de lei pelo Congresso de matéria decidida pelo Supremo,45,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Dias Toffoli,Marconi Perillo (PSDB),Fornecimento de medicamento e tratamento experimental pelo SUS mediante ordem judicial,45,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Dias Toffoli,Marconi Perillo (PSDB),Súmula sobre nepotismo,45,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Dias Toffoli,Marconi Perillo (PSDB),Ativismo judicial,45,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Dias Toffoli,Marconi Perillo (PSDB),Gozo de férias por 60 dias de magistrados e promotores,45,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Dias Toffoli,Marconi Perillo (PSDB),Veto presidencial ao dispositivo que permitia o ajuizamento de ADPF por qualquer cidadão,45,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Dias Toffoli,Marconi Perillo (PSDB),Notável saber jurídico e reprovação em concurso nas indicações aos tribunais,45,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Marconi Perillo (PSDB),Comprovação de reputação ilibada circunscrita no rol de cautelas moralizantes da Constituição,45,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Aloízio Mercadante (PT),Tempo de serviço que o indicado esteve à frente da AGU,53,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Dias Toffoli,Aloízio Mercadante (PT),"Quantidade de processos, participações, representações e ofícios que coordenou à frente da AGU junto ao Supremo",53,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Dias Toffoli,Aloízio Mercadante (PT),Quais temas complexos lidou durante atuação na AGU,53,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Dias Toffoli,Aloízio Mercadante (PT),Se tinha notável saber jurídico e reputação ilibada durante a atuação na AGU,53,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Aloízio Mercadante (PT),Existência de questionamento sobre critérios constitucionais sobre o indicado enquanto esteve na AGU,53,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Aloízio Mercadante (PT),Se o Supremo é corte fundamental nas disputas estratégicas do Estado brasileiro,53,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Aloízio Mercadante (PT),Quantos ministros da Suprema Corte norte-americana tem mestrado ou doutorado,53,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Arthur Virgílio (PSDB),"Em caso de condenação de Silas Rondeau, se determinaria a devolução de valores aos cofres públicos",60,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Dias Toffoli,Arthur Virgílio (PSDB),Esbulho possessório para oportunizar reforma agrária é conduta criminosa,60,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Dias Toffoli,Arthur Virgílio (PSDB),Se há ingerência do Brasil em questões internas de Honduras,61,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre a legalização do aborto,61,21,Direitos fundamentais e minorias,Aborto
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre a descriminalização da maconha,61,22,Direito penal e política criminal,Política criminal de drogas
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre a união homoafetiva,61,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre as células-tronco como insumo de pesquisa,61,35,Direitos fundamentais e minorias,Bioética e pesquisa científica
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre a prática de eutanásia no Brasil,61,35,Direitos fundamentais e minorias,Bioética e pesquisa científica
Dias Toffoli,Arthur Virgílio (PSDB),Posicionamento sobre a extradição de Cesare Battisti,61,44,Casos e eventos específicos,Extradição de Cesare Battisti
Dias Toffoli,Eduardo Suplicy (PT),Previsão de impedimentos que enfrentará se estiver no STF,74,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Dias Toffoli,Eduardo Suplicy (PT),STF como corte constitucional,74,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Eduardo Suplicy (PT),Mandato para ministros do STF,74,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Eduardo Suplicy (PT),Modelo de indicação por lista tríplice,74,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Eduardo Suplicy (PT),Constitucionalidade da proposta de tornar cargo público com investidura por concurso a função de tabelião cartorário,74,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Dias Toffoli,Eduardo Suplicy (PT),Ampliação de audiências públicas em temas de interesse social ou elaboração de planejamento estratégico de política judiciária,74,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Dias Toffoli,Eduardo Suplicy (PT),Adequação de cargos ministeriais judiciários por meio de mandato,74,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Eduardo Suplicy (PT),Implementação da Ouvidoria de Justiça com participação social conforme norma do CNJ,74,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Dias Toffoli,Antônio Carlos Júnior (DEM),Avaliação dos atuais controles que o Estado brasileiro impõe à atividade econômica,75,45,Outros ramos do Direito (não penal),Agências reguladoras
Dias Toffoli,Antônio Carlos Júnior (DEM),Avaliação sobre poderes e atuação das agências reguladoras,75,45,Outros ramos do Direito (não penal),Agências reguladoras
Dias Toffoli,Antônio Carlos Júnior (DEM),Aproximação dos organismos de controle de diversos poderes como forma de pacificação de conflitos entre órgãos de fiscalização,75,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Dias Toffoli,Pedro Simon (PMDB),Externa preocupação em abrir precedente para a aprovação de indicados condenados na Justiça,77,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Antônio Carlos Valadares (PSB),Morosidade nos processos,83,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Dias Toffoli,Antônio Carlos Valadares (PSB),Desobediência ao princípio do contraditório e da ampla defesa,83,17,Direito penal e política criminal,Direito penal e processual penal
Dias Toffoli,Antônio Carlos Valadares (PSB),Projeto de Lei Orgânica de Defensoria Pública e as ações civis públicas,83,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Dias Toffoli,Antônio Carlos Valadares (PSB),PEC dos vereadores (posse de suplentes) e a retroatividade de seus efeitos,83,25,Outros ramos do Direito (não penal),Direito eleitoral
Dias Toffoli,Eduardo Azeredo (PSDB),Índice de produtividade rural em tempos de crise econômica do produtor,85,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Dias Toffoli,Eduardo Azeredo (PSDB),Corte do vínculo partidário quando o indicado ascender à Corte,96,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Gilvam Borges (PMDB),Se o indicado atuou na docência entre 1999 e 2001,85,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Dias Toffoli,Gilvam Borges (PMDB),Se atuou em todas as instâncias da Justiça,85,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Dias Toffoli,Gilvam Borges (PMDB),Atuação com independência e valores pessoais,85,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Dias Toffoli,Romeu Tuma (PTB),Recriação do solicitador acadêmico,98,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Dias Toffoli,Valter Pereira (PMDB),Vitaliciedade como garantia da magistratura,99,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Dias Toffoli,Valter Pereira (PMDB),"Art. 231, §6º e a proibição do direito de ação sobre territórios tradicionalmente ocupados por indígenas",100,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Dias Toffoli,Flexa Ribeiro (PSDB),"Forma de escolha, mandato e independência de procuradores de agências reguladoras",104,45,Outros ramos do Direito (não penal),Agências reguladoras
Luiz Fux,Pedro Taques (PDT),Atribuições conferidas ao CNJ e CNMP,12,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Luiz Fux,Pedro Taques (PDT),Moralidade administrativa e aplicação da lei de improbidade em agentes políticos,12,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Luiz Fux,Pedro Taques (PDT),Lei de licitações e aplicação da lei de improbidade nesses casos,12,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Luiz Fux,Pedro Taques (PDT),Ativismo Judicial/Judicialização da política,12,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luiz Fux,Pedro Taques (PDT),Política de cotas,12,36,Direitos fundamentais e minorias,Igualdade racial e cotas
Luiz Fux,Pedro Taques (PDT),Valor dos tratados internacionais no ordenamento jurídico,13,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Luiz Fux,Randolfe Rodrigues (PSOL),Judicialização da política,16,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luiz Fux,Randolfe Rodrigues (PSOL),Competência dos tribunais superiores como última instância recursal e STF como corte constitucional,16,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luiz Fux,Randolfe Rodrigues (PSOL),Participação do STF por meio de audiências públicas e amicus curiae,16,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Luiz Fux,Álvaro Dias (PSDB),Prescrição sobre o processo do mensalão,18,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Luiz Fux,Álvaro Dias (PSDB),Extradição de Cesare Battisti,18,44,Casos e eventos específicos,Extradição de Cesare Battisti
Luiz Fux,Álvaro Dias (PSDB),Vaga de suplente em partido,18,25,Outros ramos do Direito (não penal),Direito eleitoral
Luiz Fux,Marta Suplicy (PT),Criminalização do preconceito de gênero,20,19,Direitos fundamentais e minorias,Direitos de gênero
Luiz Fux,Marta Suplicy (PT),Aplicação da Lei Maria da Penha e a suspensão do processo,20,19,Direitos fundamentais e minorias,Direitos de gênero
Luiz Fux,Marta Suplicy (PT),"Ampliação do acesso à Justiça, em especial para o cidadão de baixa renda",20,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luiz Fux,Marta Suplicy (PT),Aprimoramento da representação e estrutura política,20,25,Outros ramos do Direito (não penal),Direito eleitoral
Luiz Fux,Antônio Carlos Valadares (PSB),Efetividade da dignidade da pessoa humana,21,26,Perfil e conduta do indicado,Posicionamento filosófico
Luiz Fux,Marinor Brito (PSOL),O papel do STF em questões de minorias,22,26,Perfil e conduta do indicado,Posicionamento filosófico
Luiz Fux,Lindbergh Farias (PT),Ativismo/Judicialização da política,23/24,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luiz Fux,Lindbergh Farias (PT),Razoável duração do processo (celeridade),24,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luiz Fux,Demóstenes Torres (DEM),Súmula vinculante,24,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luiz Fux,Demóstenes Torres (DEM),Prisão em investigação de organizações criminosas,24,17,Direito penal e política criminal,Direito penal e processual penal
Luiz Fux,Demóstenes Torres (DEM),Impunidade por prescrição,24,17,Direito penal e política criminal,Direito penal e processual penal
Luiz Fux,Demóstenes Torres (DEM),"Quebra de sigilo pelo MP, PC e PM",24,17,Direito penal e política criminal,Direito penal e processual penal
